table_id,geography,category,item,sex,age_group,metric_type,value,source_file
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,Need not met,Persons,,estimate,125.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),No need,Males,,estimate,1029.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),No need,Females,,estimate,1113.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),No need,Persons,,estimate,2147.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),Need not met,Males,,estimate,105.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),Need not met,Females,,estimate,88.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),Need not met,Persons,,estimate,185.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,No need,Males,,estimate,1061.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,No need,Females,,estimate,1145.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,No need,Persons,,estimate,2202.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,Need not met,Males,,estimate,68,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,Need not met,Females,,estimate,57,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,Need not met,Persons,,estimate,128.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,No need,Males,,estimate,1058.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,No need,Females,,estimate,1158.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,No need,Persons,,estimate,2221.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Need not met,Males,,estimate,70.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Need not met,Females,,estimate,45.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Need not met,Persons,,estimate,100.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Total persons with any 12-month mental disorder who had no consultations with a health professional for mental health(a)(b)(g),Males,,estimate,1124.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Total persons with any 12-month mental disorder who had no consultations with a health professional for mental health(a)(b)(g),Females,,estimate,1207.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Total persons with any 12-month mental disorder who had no consultations with a health professional for mental health(a)(b)(g),Persons,,estimate,2335.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",No need,Males,,rse,4.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",No need,Females,,rse,3.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",No need,Persons,,rse,2.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",Need not met,Males,,rse,15.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",Need not met,Females,,rse,10.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",Need not met,Persons,,rse,8.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,No need,Males,,rse,4.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,No need,Females,,rse,3.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,No need,Persons,,rse,2.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,Need not met,Males,,rse,19.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,Need not met,Females,,rse,18.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,Need not met,Persons,,rse,13.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,No need,Males,,rse,4.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,No need,Females,,rse,4.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,No need,Persons,,rse,3.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,Need not met,Males,,rse,13.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,Need not met,Females,,rse,8.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,Need not met,Persons,,rse,6.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),No need,Males,,rse,4.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),No need,Females,,rse,4.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),No need,Persons,,rse,3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),Need not met,Males,,rse,19.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),Need not met,Females,,rse,17,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),Need not met,Persons,,rse,11.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,No need,Males,,rse,4.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,No need,Females,,rse,3.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,No need,Persons,,rse,2.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,Need not met,Males,,rse,21.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,Need not met,Females,,rse,22.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,Need not met,Persons,,rse,13.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,No need,Males,,rse,4.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,No need,Females,,rse,3.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,No need,Persons,,rse,2.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,Need not met,Males,,rse,26.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,Need not met,Females,,rse,21.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,Need not met,Persons,,rse,13.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),No need,Males,,rse,4.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),No need,Females,,rse,3.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),No need,Persons,,rse,2.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),Need not met,Males,,rse,16.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),Need not met,Females,,rse,14.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),Need not met,Persons,,rse,11.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,No need,Males,,rse,4.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,No need,Females,,rse,3.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,No need,Persons,,rse,2.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,Need not met,Males,,rse,18.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,Need not met,Females,,rse,21.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,Need not met,Persons,,rse,13.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,No need,Males,,rse,4.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,No need,Females,,rse,3.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,No need,Persons,,rse,2.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Need not met,Males,,rse,21,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Need not met,Females,,rse,22.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Need not met,Persons,,rse,16.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Total persons with any 12-month mental disorder who had no consultations with a health professional for mental health(a)(b)(g),Males,,rse,4.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Total persons with any 12-month mental disorder who had no consultations with a health professional for mental health(a)(b)(g),Females,,rse,3.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Total persons with any 12-month mental disorder who had no consultations with a health professional for mental health(a)(b)(g),Persons,,rse,2.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",No need,Males,,proportion,91.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",No need,Females,,proportion,89.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",No need,Persons,,proportion,90.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",Need not met,Males,,proportion,9.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",Need not met,Females,,proportion,10.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",Need not met,Persons,,proportion,9.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,No need,Males,,proportion,95.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,No need,Females,,proportion,95,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,No need,Persons,,proportion,95.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,Need not met,Males,,proportion,4.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,Need not met,Females,,proportion,4.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,Need not met,Persons,,proportion,4.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,No need,Males,,proportion,85.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,No need,Females,,proportion,79.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,No need,Persons,,proportion,82.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,Need not met,Males,,proportion,14.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,Need not met,Females,,proportion,20.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,Need not met,Persons,,proportion,17.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),No need,Males,,proportion,92.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),No need,Females,,proportion,91.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),No need,Persons,,proportion,91.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),Need not met,Males,,proportion,7.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),Need not met,Females,,proportion,7.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),Need not met,Persons,,proportion,7.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,No need,Males,,proportion,95.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,No need,Females,,proportion,96.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,No need,Persons,,proportion,95.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,Need not met,Males,,proportion,5.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,Need not met,Females,,proportion,3.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Help sort out housing or money problems,Need not met,Persons,,proportion,4.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,No need,Males,,proportion,95.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,No need,Females,,proportion,93.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,No need,Persons,,proportion,94.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,Need not met,Males,,proportion,4.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,Need not met,Females,,proportion,5.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Meet people for support or company,Need not met,Persons,,proportion,5.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),No need,Males,,proportion,91.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),No need,Females,,proportion,92.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),No need,Persons,,proportion,92,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),Need not met,Males,,proportion,9.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),Need not met,Females,,proportion,7.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Skills training(f),Need not met,Persons,,proportion,7.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,No need,Males,,proportion,94.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,No need,Females,,proportion,94.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,No need,Persons,,proportion,94.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,Need not met,Males,,proportion,6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,Need not met,Females,,proportion,4.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to work and use their time,Need not met,Persons,,proportion,5.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,No need,Males,,proportion,94.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,No need,Females,,proportion,95.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,No need,Persons,,proportion,95.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Need not met,Males,,proportion,6.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Need not met,Females,,proportion,3.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Need not met,Persons,,proportion,4.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Total persons with any 12-month mental disorder who had no consultations with a health professional for mental health(a)(b)(g),Males,,proportion,100,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Total persons with any 12-month mental disorder who had no consultations with a health professional for mental health(a)(b)(g),Females,,proportion,100,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Improve their ability to look after themselves or their home,Total persons with any 12-month mental disorder who had no consultations with a health professional for mental health(a)(b)(g),Persons,,proportion,100,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",No need,Males,,moe,1.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",No need,Females,,moe,2.8,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",No need,Persons,,moe,2.3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",Need not met,Males,,moe,2.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",Need not met,Females,,moe,2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,"Information about mental illness, treatment and services",Need not met,Persons,,moe,1.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,No need,Males,,moe,1.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,No need,Females,,moe,2.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,No need,Persons,,moe,2.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,Need not met,Males,,moe,1.7,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,Need not met,Females,,moe,1.6,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Medication,Need not met,Persons,,moe,1.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,No need,Males,,moe,2.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,No need,Females,,moe,3.9,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,No need,Persons,,moe,3,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,Need not met,Males,,moe,3.5,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,Need not met,Females,,moe,3.1,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Counselling,Need not met,Persons,,moe,2.2,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
Table 13 - Perceived need for help for people who did not consult a health professional_T13,Australia,Social intervention(e),No need,Males,,moe,2.4,Table 13 - Perceived need for help for people who did not consult a health professional.xlsx
