table_id,geography,category,item,sex,age_group,metric_type,value,source_file
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Males,Total,proportion,2.4,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Females,16-34,proportion,2.4,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Females,35-64,proportion,1.5,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Females,65-85,proportion,0,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Females,Total,proportion,1.7,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Persons,16-34,proportion,2.4,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Persons,35-64,proportion,1.5,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Persons,65-85,proportion,0.5,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Persons,Total,proportion,1.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Males,16-34,proportion,22.5,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Males,35-64,proportion,33.2,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Males,65-85,proportion,37.1,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Males,Total,proportion,27.7,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Females,16-34,proportion,27,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Females,35-64,proportion,44,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Females,65-85,proportion,59,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Females,Total,proportion,37.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Persons,16-34,proportion,25.1,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Persons,35-64,proportion,39.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Persons,65-85,proportion,51,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Persons,Total,proportion,33.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Males,16-34,proportion,70.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Males,35-64,proportion,59.7,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Males,65-85,proportion,54.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Males,Total,proportion,64.5,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Females,16-34,proportion,64.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Females,35-64,proportion,49,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Females,65-85,proportion,38,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Females,Total,proportion,55,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Persons,16-34,proportion,66.7,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Persons,35-64,proportion,53.2,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Persons,65-85,proportion,44.8,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),None of the above medications dispensed,Persons,Total,proportion,58.8,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Males,16-34,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Males,35-64,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Males,65-85,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Males,Total,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Females,16-34,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Females,35-64,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Females,65-85,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Females,Total,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Persons,16-34,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Persons,35-64,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Persons,65-85,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Total persons with a lifetime mental disorder with 12-month symptoms(g),Persons,Total,proportion,100,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Males,16-34,proportion,0,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Males,35-64,proportion,1.6,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Males,65-85,proportion,1,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Males,Total,proportion,0.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Females,16-34,proportion,1.1,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Females,35-64,proportion,1.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Females,65-85,proportion,1.6,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Females,Total,proportion,1.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Persons,16-34,proportion,0.5,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Persons,35-64,proportion,1.5,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Persons,65-85,proportion,0.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antipsychotics,Persons,Total,proportion,1.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Males,16-34,proportion,0.8,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Males,35-64,proportion,2.2,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Males,65-85,proportion,2.8,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Males,Total,proportion,1.8,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Females,16-34,proportion,0.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Females,35-64,proportion,4.4,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Females,65-85,proportion,8.5,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Females,Total,proportion,4.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Persons,16-34,proportion,0.6,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Persons,35-64,proportion,3.2,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Persons,65-85,proportion,5.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Anxiolytics,Persons,Total,proportion,2.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Males,16-34,proportion,0,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Males,35-64,proportion,1.6,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Males,65-85,proportion,4.8,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Males,Total,proportion,1.7,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Females,16-34,proportion,0.8,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Females,35-64,proportion,2.2,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Females,65-85,proportion,5.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Females,Total,proportion,2.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Persons,16-34,proportion,0.5,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Persons,35-64,proportion,1.5,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Persons,65-85,proportion,4.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Hypnotics and sedatives,Persons,Total,proportion,2,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Males,16-34,proportion,5.8,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Males,35-64,proportion,13.1,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Males,65-85,proportion,14,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Males,Total,proportion,11.4,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Females,16-34,proportion,10.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Females,35-64,proportion,22.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Females,65-85,proportion,38.2,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Females,Total,proportion,21.8,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Persons,16-34,proportion,7.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Persons,35-64,proportion,17.5,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Persons,65-85,proportion,24.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),Antidepressants,Persons,Total,proportion,16.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Males,16-34,proportion,1.9,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Males,35-64,proportion,0.6,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Males,65-85,proportion,0,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Males,Total,proportion,0.7,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Females,16-34,proportion,1.2,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Females,35-64,proportion,0.4,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Females,65-85,proportion,0,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Females,Total,proportion,1.1,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Persons,16-34,proportion,2.1,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Persons,35-64,proportion,0.7,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Persons,65-85,proportion,0,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),"Psychostimulants, agents used for ADHD and nootropics",Persons,Total,proportion,0.8,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Males,16-34,proportion,5.7,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Males,35-64,proportion,16.3,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Males,65-85,proportion,20.1,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex_T17,Australia,Type of PBS mental health-related medication dispensed(f),At least one PBS mental health-related medication dispensed,Males,Total,proportion,14.6,Table 17 - PBS mental health-related medications dispensed in the last 12 months by age and sex.xlsx
